1,0.0374912
2,0.0373895
3,0.0372812
4,0.0372344
5,0.0371962
6,0.0370028
7,0.0368861
8,0.0369507
9,0.0370668
10,0.0371784
11,0.0372256
12,0.0372166
13,0.0371461
14,0.0370794
15,0.0369971
16,0.0368691
17,0.0367255
18,0.036711
19,0.0368082
20,0.0368285
21,0.0367532
22,0.0366337
23,0.036446
24,0.0362742
25,0.0362204
26,0.0360566
27,0.0358763
28,0.0359877
29,0.036515
30,0.0368553
31,0.0369948
32,0.0369673
33,0.0367985
34,0.0366922
35,0.0365886
36,0.036444
37,0.0362261
38,0.0360978
39,0.0361164
40,0.0365276
41,0.0368832
42,0.0369958
43,0.0370264
44,0.0369874
45,0.0369696
46,0.0369219
47,0.0367745
48,0.0365745
49,0.0363432
50,0.0361113
51,0.0360608
52,0.0362487
53,0.0363338
54,0.0364158
55,0.0364542
56,0.0364613
57,0.0363412
58,0.0361922
59,0.0359549
60,0.0357097
61,0.0354825
62,0.0353738
63,0.0355909
64,0.0357304
65,0.0357595
66,0.0358076
67,0.0358454
68,0.0357398
69,0.0354806
70,0.0353213
71,0.0354664
72,0.0358297
73,0.0356656
74,0.0355271
75,0.0356184
76,0.0356255
77,0.0356173
78,0.0354443
79,0.0354195
80,0.0362171
81,0.0365568
82,0.0364717
83,0.0362733
84,0.0359999
85,0.0359621
86,0.0361934
87,0.0363269
88,0.0364201
89,0.0370175
90,0.0375737
91,0.0379106
92,0.0378522
93,0.0376466
94,0.037636
95,0.0373795
96,0.0370497
97,0.0368581
98,0.0369246
99,0.0371176
100,0.0371817
101,0.0371155
102,0.0368653
103,0.0365424
104,0.0362975
105,0.0364552
106,0.0364232
107,0.0360806
108,0.0361097
109,0.0363097
110,0.036299
111,0.0361904
112,0.0360568
113,0.0359113
114,0.0357336
115,0.0355352
116,0.0354085
117,0.0353744
118,0.0354411
119,0.035619
120,0.0357939
121,0.035962
